state,district,year_month,enrol_activity,demo_activity,bio_activity,enrol_norm,demo_norm,bio_norm,isi_score
Andhra Pradesh,Alluri Sitharama Raju,2025-04,3693674,56475460,68072899,0.0011436480952568126,0.011715223329847018,0.017331687932007938,0.01139003488569062
Andhra Pradesh,Alluri Sitharama Raju,2025-05,13201459,52441737,49919977,0.004169399243277596,0.010876837638694322,0.012702384168063392,0.008597808874047565
Andhra Pradesh,Alluri Sitharama Raju,2025-06,10055768,50423732,56475133,0.003168316640487498,0.010457407123342971,0.014374060405312892,0.009298923683364844
Andhra Pradesh,Alluri Sitharama Raju,2025-07,7367806,55465764,57482803,0.002312901408933962,0.0115053639322597,0.014631033388715454,0.00999197864660327
Andhra Pradesh,Alluri Sitharama Raju,2025-08,9500560,51432131,66055569,0.00299162761739849,0.010666996947079675,0.016817234481366863,0.010395367047898918
Andhra Pradesh,Alluri Sitharama Raju,2025-09,9015291,83197541,875863028,0.0028371959349562706,0.017269251295630332,0.2233319056741957,0.09567302360093917
Andhra Pradesh,Alluri Sitharama Raju,2025-10,12661458,70593482,93424706,0.003997549685711625,0.014649571482206261,0.023796829773519497,0.01457905056514798
Andhra Pradesh,Alluri Sitharama Raju,2025-11,11118530,1003944027,46555176,0.00350652930953427,0.2086410135712073,0.011844302701386877,0.08749282064713083
Andhra Pradesh,Alluri Sitharama Raju,2025-12,11651986,60679625,33791069,0.0036762959906717356,0.012589034392045633,0.008589238388407902,0.007736049914047068
Andhra Pradesh,Alluri Sitharama Raju,NaT,278517602,51095869,43316945,0.08860343138332875,0.01059710686060661,0.01101849873677876,-0.009074444037711604
Andhra Pradesh,Anakapalli,2025-01,4247586,61637975,35455499,0.0013199246801714364,0.01278822182437953,0.009013696338693934,0.0084567823291951
Andhra Pradesh,Anakapalli,2025-02,6903651,32774267,34336808,0.002165189031749414,0.006789069234871121,0.00872841111260246,0.00577395433263955
Andhra Pradesh,Anakapalli,2025-03,7965743,31701718,16391730,0.002503188480443688,0.006566146209502216,0.004152111102627291,0.0037866652287630647
Andhra Pradesh,Anakapalli,2025-04,3717349,33794510,39663328,0.0011511824114439572,0.007001120764611438,0.010086764279366792,0.006604917535302501
Andhra Pradesh,Anakapalli,2025-05,3186310,42757773,32773327,0.0009821849147721448,0.0088640824615942,0.008329696873751229,0.006681074751183742
Andhra Pradesh,Anakapalli,2025-06,5310502,34798567,33857388,0.0016581863580753498,0.007209808129088796,0.008606150861029171,0.005994746324432117
Andhra Pradesh,Anakapalli,2025-07,2124421,39610671,37461092,0.0006442500686622839,0.00820997575040009,0.009525156654770918,0.006965202948335947
Andhra Pradesh,Anakapalli,2025-08,6372624,34313786,38542318,0.0019961953539495863,0.007109049238668533,0.009800887668845385,0.00636473569221565
Andhra Pradesh,Anakapalli,2025-09,6903782,43857279,508729503,0.002165230721101917,0.0090926083414666,0.12970661443167678,0.055086642965036965
Andhra Pradesh,Anakapalli,2025-10,6372633,38438442,75413024,0.0019961982181035754,0.007966334821076428,0.019203544611077206,0.010468712129240738
Andhra Pradesh,Anakapalli,2025-11,6373005,642145937,30276607,0.0019963166031351114,0.13344340041274905,0.007692990822046955,0.05605529317329138
Andhra Pradesh,Anakapalli,2025-12,4248596,66925115,20711448,0.0013202461018968438,0.01388712289495901,0.005253712640747655,0.007392284993903298
Andhra Pradesh,Anakapalli,NaT,171527054,59462138,34504562,0.05455483084825432,0.012335986852597727,0.008771191234921982,-0.00246809493464298
Andhra Pradesh,Anantapur,2025-01,31449176,67981845,18587087,0.00997654051345865,0.014106758033864629,0.004711964465259599,0.005532180896957962
Andhra Pradesh,Anantapur,2025-02,50005395,46745824,29742464,0.01588185925406701,0.009692975495148365,0.007556775275019065,0.00372352845725357
Andhra Pradesh,Anantapur,2025-03,41759142,39298534,9559483,0.013257577207131806,0.00814509990382378,0.0024097719490023908,0.0015704332997041079
Andhra Pradesh,Anantapur,2025-04,18558495,48859553,32925842,0.005874218801880221,0.010132301683033477,0.008368590791962192,0.006225513229622223
Andhra Pradesh,Anantapur,2025-05,31446731,49922299,22821946,0.009975762418291699,0.010353187212290137,0.005791925515523266,0.0044628926074670216
Andhra Pradesh,Anantapur,2025-06,38665972,36112465,21246814,0.012273208852302217,0.007482894129995191,0.005390240073570202,0.0026946119109657143
Andhra Pradesh,Anantapur,2025-07,23195996,46205584,24960121,0.007350054022670082,0.009580689776523576,0.006337196495890622,0.004897143704431664
Andhra Pradesh,Anantapur,2025-08,38664552,37709328,26556965,0.012272756952450656,0.007814792748202532,0.0067444188670125966,0.0033691332555959206
Andhra Pradesh,Anantapur,2025-09,29904721,70633134,434381526,0.009485034185821199,0.01465781291807719,0.11074661615879472,0.048264764793584526
Andhra Pradesh,Anantapur,2025-10,37119032,49918580,339249581,0.011780911699924533,0.010352414239930509,0.08648635265632026,0.0363793244185154
Andhra Pradesh,Anantapur,2025-11,40729472,793871479,140211898,0.012929895714062436,0.1649786653268712,0.03572835925565995,0.07769683069019998
Andhra Pradesh,Anantapur,2025-12,37632614,183028423,122691294,0.011944353692576112,0.03801851519004087,0.03126030733301181,0.025322658270705848
Andhra Pradesh,Anantapur,NaT,905770844,171663325,135575134,0.28822008416641737,0.0356563461611442,0.034545905596809735,-0.029563116130101902
Andhra Pradesh,Ananthapur,2025-01,13404388,199495657,91242995,0.00423397923269855,0.041441133292092786,0.023240456372909984,0.0250258400194614
Andhra Pradesh,Ananthapur,2025-02,25260934,137638585,140215661,0.008007198512589842,0.028584503309964083,0.0357293188846422,0.024124089175324548
Andhra Pradesh,Ananthapur,2025-03,16497656,110313998,69593798,0.005218378774982684,0.02290524800228505,0.017719543036837863,0.015206240660652627
Andhra Pradesh,Ananthapur,2025-04,8764919,113405892,140730521,0.002757517716903143,0.023547880054153973,0.035860616938801444,0.02321189525380154
Andhra Pradesh,Ananthapur,2025-05,17529323,130934359,102585257,0.00554669579199823,0.02719106921727753,0.026132926035273167,0.020220258942620636
Andhra Pradesh,Ananthapur,2025-06,19074411,104646768,121144649,0.006038403565132891,0.021727347452229605,0.030865886560422908,0.01982961289203443
Andhra Pradesh,Ananthapur,2025-07,11856884,118564074,121657479,0.003741502593337568,0.02461997796002441,0.030996666930066082,0.021498357437368686
Andhra Pradesh,Ananthapur,2025-08,20105017,92790669,130423286,0.006366382930217095,0.019263126742356914,0.03323209675999161,0.019724812814895992
Andhra Pradesh,Ananthapur,2025-09,20108764,177327266,1827972735,0.006367575372994422,0.03683356311182056,0.4661360696706718,0.19991433803839806
Andhra Pradesh,Ananthapur,2025-10,15982317,152587335,284111023,0.005054377635824627,0.03169151340972028,0.0724250828459903,0.04063576297511931
Andhra Pradesh,Ananthapur,2025-11,16497771,2170757738,122694647,0.005218415372505874,0.4511564068054919,0.03126116240502283,0.19192334460970473
Andhra Pradesh,Ananthapur,2025-12,21652192,184038420,111347668,0.00685875486883782,0.038228437148714565,0.028367489827456547,0.02526661981670088
Andhra Pradesh,Ananthapur,NaT,525843883,140727868,117531726,0.167312381856174,0.029226592680781385,0.0299445297649306,-0.00979402739295001
Andhra Pradesh,Ananthapuramu,2025-01,21654893,162376245,78870288,0.006859614433273785,0.03372608099802061,0.02008520571490115,0.020152591798513947
Andhra Pradesh,Ananthapuramu,2025-02,37120665,104647410,119081996,0.01178143138475383,0.021727480888167998,0.030339874974155336,0.01847065606797857
Andhra Pradesh,Ananthapuramu,2025-03,32993566,73712110,58250502,0.010468026155539514,0.015297760039335284,0.01482680968689359,0.009956222659383649
Andhra Pradesh,Ananthapuramu,2025-04,14435822,98459859,106711439,0.004562222099949721,0.020441434666928323,0.02718517260270293,0.018138198487862557
Andhra Pradesh,Ananthapuramu,2025-05,21137481,106190914,85573319,0.006694953583980314,0.022048289150866488,0.021794592591467744,0.016198161980137633
Andhra Pradesh,Ananthapuramu,2025-06,23714094,97425029,104128388,0.007514933184145365,0.020226351314706185,0.02652645067811356,0.017198134160298827
Andhra Pradesh,Ananthapuramu,2025-07,14436418,92791112,109802261,0.004562411770591644,0.019263218817311287,0.027973384765917347,0.017982159079173127
Andhra Pradesh,Ananthapuramu,2025-08,28872156,81962961,115472615,0.00915643138988544,0.017012651076283764,0.02941942144888762,0.016741542732091465
Andhra Pradesh,Ananthapuramu,2025-09,21650853,153103753,1531554652,0.006858328746372156,0.03179884786522298,0.39054441851208,0.16756564080164676
Andhra Pradesh,Ananthapuramu,2025-10,23714422,110316783,297538660,0.007515037566646289,0.02290582684821717,0.07584935859096298,0.03799906666234281
Andhra Pradesh,Ananthapuramu,2025-11,25262560,1728460844,121658631,0.008007715969743815,0.3592275888943758,0.030996960709653524,0.15448827664766296
Andhra Pradesh,Ananthapuramu,2025-12,27323183,173239980,106193875,0.008663487256945622,0.03598404466495429,0.027053184982567605,0.023482194407619634
Andhra Pradesh,Ananthapuramu,NaT,721743303,129904899,124749578,0.22965528243308078,0.026977101988091477,0.031785204749993315,-0.022426133791382245
Andhra Pradesh,Annamayya,2025-01,4135103,154139090,87118538,0.0012841281653803657,0.032014036594424505,0.02218864970981038,0.02142424888861788
Andhra Pradesh,Annamayya,2025-02,13434210,103099000,120625950,0.004243469766060029,0.021405652942114748,0.03073360949598919,0.02000701102202957
Andhra Pradesh,Annamayya,2025-03,6717970,81967079,57219691,0.002106098034328285,0.01701350697845557,0.014563935355024846,0.01220975732652651
Andhra Pradesh,Annamayya,2025-04,6715733,102588482,111351471,0.002105386132942408,0.021299544767042763,0.028368459657118917,0.01944612454307619
Andhra Pradesh,Annamayya,2025-05,12919953,98467758,88150530,0.0040798129618592905,0.020443076427796487,0.022451825216759654,0.0163419980654506
Andhra Pradesh,Annamayya,2025-06,9300693,93823852,104646079,0.0029280220768123843,0.01947786777527916,0.026658470685408265,0.017868930968912494
Andhra Pradesh,Annamayya,2025-07,5683604,86607014,110316743,0.0017769220893554378,0.01797789028188979,0.02810458642364946,0.01807760626434461
Andhra Pradesh,Annamayya,2025-08,9815522,86600969,109802150,0.0030918609139110767,0.017976633864058664,0.027973356459030017,0.017761623946453257
Andhra Pradesh,Annamayya,2025-09,10332690,133515415,1603198203,0.0032564441128075192,0.027727526583949415,0.40881474217163477,0.1739656186796722
Andhra Pradesh,Annamayya,2025-10,12919585,130939627,74924961,0.004079695849785083,0.027192164140211257,0.01907908024754708,0.01769255858514632
Andhra Pradesh,Annamayya,2025-11,7750737,1781096414,40302019,0.0024347651146091266,0.37016758371644615,0.010249641344023242,0.15167993700126595
Andhra Pradesh,Annamayya,2025-12,10850014,87876359,31011989,0.003421076957039767,0.018241716202791206,0.007880525735739477,0.00976468138400432
Andhra Pradesh,Annamayya,NaT,251654070,69254249,37726543,0.08005439890216799,0.014371219749992746,0.009592851173231519,-0.006425251411143893
Andhra Pradesh,Bapatla,2025-01,4181716,78020006,27910646,0.0012989622553669074,0.01619313098210303,0.007089630538636604,0.009053312157222472
Andhra Pradesh,Bapatla,2025-02,5749014,62014914,33073073,0.001797738124067207,0.012866566386967841,0.008406137200329358,0.008149533810105438
Andhra Pradesh,Bapatla,2025-03,5747471,42885248,12400822,0.0017972470807777977,0.008890577393442442,0.003134361705259947,0.004450526223325396
Andhra Pradesh,Bapatla,2025-04,2092040,57358004,36685617,0.0006339451608499953,0.011898654929243573,0.009327397344377533,0.008363631877278442
Andhra Pradesh,Bapatla,2025-05,6796856,59945147,27907028,0.00213120266227925,0.012436377443200496,0.007088707887119788,0.007383793599672265
Andhra Pradesh,Bapatla,2025-06,4181032,42892976,31005943,0.0012987445796637605,0.008892183612962531,0.007878983902939401,0.006448718090428021
Andhra Pradesh,Bapatla,2025-07,3659223,53739726,34102253,0.001132684432027105,0.01114661704716476,0.008668595599466226,0.007699548172246974
Andhra Pradesh,Bapatla,2025-08,5749905,40825101,33075334,0.0017980216753120959,0.008462387910309576,0.008406713793773118,0.006388036346570659
Andhra Pradesh,Bapatla,2025-09,8365415,69757391,489339260,0.0026303798307773106,0.014475794866682204,0.12476177277457608,0.055168951090347855
Andhra Pradesh,Bapatla,2025-10,6794878,61495300,66390625,0.0021305731848803833,0.012758567661591155,0.01690267945832056,0.01143838421098861
Andhra Pradesh,Bapatla,2025-11,6797826,924969804,35549304,0.002131511354431374,0.19222668404657156,0.009037618208659375,0.0800794186312061
Andhra Pradesh,Bapatla,2025-12,3138481,77890733,29800491,0.0009669638457577857,0.016166262346489633,0.007571573146651544,0.009301741428104913
Andhra Pradesh,Bapatla,NaT,153140583,61158705,47047045,0.04870353259778895,0.012688608363019205,0.011969737659630384,0.00012263188950204645
Andhra Pradesh,Chittoor,2025-01,44493617,72138862,26663967,0.014127794704738676,0.014970769660512891,0.006771706196366493,0.005871431401804019
Andhra Pradesh,Chittoor,2025-02,65707111,51232943,35543603,0.02087876286651684,0.010625596888362374,0.009036164356725333,0.003688951924731714
Andhra Pradesh,Chittoor,2025-03,52774206,47568968,15159311,0.016763003817380395,0.009864061152581509,0.0038378233028198124,0.0021281530186844496
Andhra Pradesh,Chittoor,2025-04,27421946,54884426,23524604,0.008694917528100468,0.01138453623513639,0.005971115252809955,0.005203277089558445
Andhra Pradesh,Chittoor,2025-05,48115264,61167764,20390562,0.015280345227071272,0.012690491223090695,0.005171881254726325,0.0040888799457125535
Andhra Pradesh,Chittoor,2025-06,50700921,41290334,25613039,0.016103202983755713,0.008559083863465516,0.006503701687448606,0.0028044736236145064
Andhra Pradesh,Chittoor,2025-07,24835343,49133936,30319554,0.007871758717007873,0.010189330581918092,0.007703943037274351,0.005582957704275403
Andhra Pradesh,Chittoor,2025-08,57947550,36599032,32935060,0.01840936535659341,0.00758402423005092,0.00837094153869575,0.002700113236179986
Andhra Pradesh,Chittoor,2025-09,47079665,83114840,467854005,0.014950776893001963,0.017252062377342184,0.11928266743600809,0.05162373654673971
Andhra Pradesh,Chittoor,2025-10,62602493,68477207,375372461,0.019890751307813523,0.014209716123138677,0.09569830125327436,0.03998505668900252
Andhra Pradesh,Chittoor,2025-11,54324083,824341238,149118399,0.01725623563867642,0.1713116262065526,0.03799966844780411,0.0802732707340074
Andhra Pradesh,Chittoor,2025-12,53289986,250488864,139406129,0.016927145300083903,0.0520397725875495,0.035522874460178,0.03163962975907422
Andhra Pradesh,Chittoor,NaT,1281247048,190399203,146422760,0.40771138054170203,0.03955048862615298,0.03731223466888214,-0.05079718679032637
Andhra Pradesh,Cuddapah,2025-01,35620722,198674144,120148092,0.011304090526266207,0.04127038662845329,0.030611747580974572,0.026492035578517904
Andhra Pradesh,Cuddapah,2025-02,53175751,125951966,154181047,0.016890791229983017,0.02615550802507386,0.03929072976795556,0.022800336871215163
Andhra Pradesh,Cuddapah,2025-03,46462517,129344944,77204547,0.014754376125683526,0.026860718622230856,0.0196604134373242,0.015657577598685316
Andhra Pradesh,Cuddapah,2025-04,21682636,144350609,149523099,0.006868443347063857,0.029979558171260582,0.03810287382891401,0.025859284130657065
Andhra Pradesh,Cuddapah,2025-05,43366210,147969269,122218893,0.013769009454069182,0.03073167544980118,0.031139837045782503,0.02199480310741964
Andhra Pradesh,Cuddapah,2025-06,44914968,108132949,133486602,0.0142618851655526,0.022451929746841407,0.0340132944255218,0.019733712635834764
Andhra Pradesh,Cuddapah,2025-07,20651168,146655229,133482563,0.006540189659675396,0.030458559935026792,0.034012264411846724,0.02448029180681433
Andhra Pradesh,Cuddapah,2025-08,44914451,116926269,146419927,0.01426172063581791,0.024279569787004508,0.03731151220571267,0.021784088669923287
Andhra Pradesh,Cuddapah,2025-09,37169443,192465506,2021489100,0.011796954462894338,0.0399799575978166,0.5154860331024194,0.21982700538751554
Andhra Pradesh,Cuddapah,2025-10,45946875,165681031,299547430,0.014590278560007847,0.03441296140471233,0.07636162909605847,0.04139178048830675
Andhra Pradesh,Cuddapah,2025-11,43365342,2489293214,120809743,0.01376873322232893,0.5173621391284385,0.030780479836019663,0.2165033009413175
Andhra Pradesh,Cuddapah,2025-12,36137543,167815661,131135585,0.011468563296114415,0.03485663174298426,0.033413745116204124,0.02501443808445247
Andhra Pradesh,Cuddapah,NaT,988107116,154886791,129071678,0.31442272437417884,0.032169441866343414,0.0328874137386148,-0.03686180263285249
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-01,5332414,153852117,107384485,0.0016651596183200263,0.03195439093780724,0.02735681077649709,0.02339144876205773
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-02,11731380,108420789,117196264,0.0037015622842034007,0.02251175560432874,0.029858981251073693,0.020207982285320298
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-03,7998894,97059024,65049565,0.002513738432541683,0.02015027931995336,0.016560686356291283,0.014181638583989522
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-04,2132991,114613491,114613475,0.0006469773797382641,0.023798872430737666,0.029200326140939106,0.021070283952723055
